"LotFrontage","LotArea","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","SalePrice","OverallQual","Neighborhood","ExterQual","BsmtQual","KitchenQual","GarageFinish","FireplaceQu","Foundation","GarageType","MSSubClass"
60,12180,1941,1950,0,348,324,672,672,252,924,1,1,0,2,5,0,1941,1,280,0,0,80000,"Bad","Poor","TA","Gd","Fa","Unf","NFp","BrkTil","Detchd","190"
52,6240,1928,1950,0,0,1042,1042,1042,534,1576,0,1,0,3,8,1,1928,1,225,0,0,149000,"Moderate","Poor","TA","TA","TA","Unf","Gd","BrkTil","Detchd","50"
0,11200,1985,1985,85,1258,40,1298,1298,0,1298,1,2,0,3,5,1,1985,2,403,165,26,180000,"Moderate","Poor","Gd","Gd","Gd","Unf","TA","CBlock","Attchd","20"
75,12000,1941,1950,0,275,429,704,860,704,1564,0,1,1,3,7,1,1941,1,234,0,0,174500,"Good","Rich","TA","TA","Fa","Unf","Gd","CBlock","Attchd","70"
0,5700,1926,1950,0,0,572,572,572,539,1111,0,1,0,2,5,1,1982,1,288,0,0,116900,"Good","Poor","TA","TA","TA","Unf","Gd","PConc","Detchd","50"
50,9000,1920,1988,0,624,26,650,832,650,1482,0,1,0,3,7,0,1930,2,324,0,0,143000,"Good","Poor","TA","TA","TA","Unf","NFp","PConc","Detchd","70"
57,8280,1950,1950,0,0,932,932,932,0,932,0,1,0,2,4,1,1950,1,306,0,0,124000,"Moderate","Poor","TA","TA","Gd","Unf","Gd","CBlock","Attchd","20"
134,17755,1959,1959,132,176,1290,1466,1466,0,1466,0,1,1,3,6,2,1959,2,528,0,140,149900,"Moderate","Poor","TA","TA","Fa","Fin","Gd","CBlock","Attchd","20"
90,14115,1956,2004,0,296,230,1073,1811,0,1811,0,1,0,2,6,1,1956,2,470,0,0,230000,"Moderate","Rich","TA","TA","Ex","Fin","Gd","PConc","Attchd","20"
0,5890,1930,2007,0,538,278,816,816,0,816,0,1,0,2,5,0,2002,1,432,0,0,120500,"Moderate","Poor","Gd","TA","TA","Unf","NFp","BrkTil","Detchd","30"
0,13700,1965,1988,288,454,410,864,902,918,1820,0,1,2,4,8,2,1965,2,492,60,84,201800,"Good","Poor","TA","TA","Gd","Unf","Gd","CBlock","Attchd","60"
90,10768,1976,2004,0,1157,280,1437,1437,0,1437,1,2,0,3,6,1,1976,2,528,0,21,218000,"Moderate","Rich","Gd","Gd","Gd","RFn","Fa","CBlock","Attchd","20"
85,9350,1965,1999,0,633,586,1219,1265,0,1265,0,2,0,3,6,1,1965,2,502,0,92,179900,"Moderate","Poor","TA","TA","Gd","RFn","Gd","PConc","Attchd","80"
34,5001,2007,2008,166,904,410,1314,1314,0,1314,1,2,0,2,6,1,2008,2,626,172,62,230000,"Good","Rich","Gd","Gd","Gd","RFn","Gd","PConc","Attchd","120"
92,11932,2007,2008,186,0,1580,1580,1580,0,1580,0,2,0,3,7,0,2008,3,830,0,24,235128,"Good","Rich","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","20"
76,9120,1974,1974,270,442,459,901,943,933,1876,0,2,1,4,8,1,1974,2,540,0,69,185000,"Moderate","Moderate","Gd","TA","Gd","RFn","TA","CBlock","Attchd","60"
24,2280,1978,1978,0,311,544,855,855,601,1456,0,2,1,3,7,1,1978,2,440,26,0,146000,"Moderate","Moderate","TA","Gd","TA","Unf","TA","CBlock","Attchd","160"
0,14778,1954,2006,72,728,568,1296,1640,0,1640,1,1,0,3,7,1,1993,2,924,108,0,224000,"Moderate","Rich","Gd","TA","Gd","Unf","Gd","CBlock","Detchd","20"
109,8724,1968,1968,0,492,402,894,894,0,894,0,1,0,3,5,1,1968,2,450,0,0,129000,"Moderate","Poor","TA","Gd","TA","Fin","Po","CBlock","Attchd","20"
60,12900,1969,1969,0,1198,0,1198,1258,0,1258,2,0,2,0,6,0,1969,2,400,120,0,108959,"Bad","Poor","TA","Gd","TA","Unf","NFp","CBlock","CarPort","90"
0,16157,1978,1978,0,680,289,1360,1432,0,1432,1,1,1,2,5,1,1978,2,588,168,180,194000,"Moderate","Rich","TA","Gd","Gd","Unf","TA","PConc","Attchd","80"
79,9541,2009,2009,268,0,1502,1502,1502,0,1502,0,2,0,3,7,0,2009,2,644,0,114,233170,"Good","Rich","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","20"
64,10475,2008,2008,72,0,1694,1694,1694,0,1694,0,2,0,3,7,0,2008,3,776,160,33,245350,"Good","Moderate","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","20"
58,10852,2000,2000,0,786,173,959,959,712,1671,1,2,1,3,7,1,2000,2,472,0,38,173000,"Moderate","Moderate","TA","Gd","TA","Fin","TA","PConc","Attchd","60"
120,13728,1935,1986,0,626,501,1127,1236,872,2108,0,2,0,4,7,2,1935,2,540,0,0,235000,"Moderate","Poor","TA","TA","Gd","Unf","TA","CBlock","Basment","70"
118,14322.1206710087,1995,1996,272.127562772527,1387,543,1930,1831,1796,3627,1,3,1,4,10,1,1995,3,807,361,76,625000,"VGood","Rich","Gd","Ex","Gd","Fin","TA","PConc","Attchd","60"
76,9880,1977,1977,0,522,574,1096,1118,0,1118,1,1,0,3,6,1,1977,1,358,203,0,171000,"Moderate","Moderate","TA","TA","TA","Fin","Po","CBlock","Attchd","80"
76,9120,1958,1958,0,662,599,1261,1261,0,1261,1,1,0,3,6,1,1958,2,433,0,0,163000,"Moderate","Poor","TA","TA","TA","RFn","TA","CBlock","Attchd","20"
35,4017,2006,2007,0,0,625,625,625,625,1250,0,2,1,2,5,0,2006,2,625,0,54,171900,"Good","Rich","Gd","Gd","Gd","Fin","NFp","PConc","Detchd","160"
138,18030,1946,1994,0,152,977,1598,1636,971,3086,0,3,0,3,12,1,1978.97962800505,0,0,122,0,200500,"Moderate","Rich","TA","TA","Ex","NGar","Gd","CBlock","NGar","50"
80,16560,1932,1950,0,503,449,952,1170,1175,2345,0,2,1,4,9,1,1932,2,360,0,0,239000,"Moderate","Rich","TA","Gd","TA","Unf","Gd","BrkTil","Detchd","70"
85,10678,1992,2000,337,700,983,1683,2129,743,2872,0,2,1,4,9,1,1992,2,541,0,33,285000,"Good","Rich","Gd","Gd","Gd","Fin","TA","PConc","Attchd","50"
37,6951,1984,1985,0,658,218,876,923,0,923,1,1,0,3,5,0,1984,1,264,362,0,119500,"Moderate","Moderate","TA","TA","TA","Unf","NFp","CBlock","Attchd","20"
0,3950,1926,2004,0,468,350,818,818,406,1224,0,1,0,3,5,0,1926,1,210,0,0,115000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","50"
54,7681,1921,1950,0,0,731,731,820,523,1343,0,1,1,3,7,1,1921,1,186,192,0,154900,"Moderate","Rich","TA","TA","TA","Unf","Gd","BrkTil","Detchd","50"
77,8335,1954,1954,0,0,0,0,1124,0,1124,0,1,0,3,5,1,1949.26912438002,0,0,0,36,93000,"Moderate","Poor","TA","NBsmt","TA","NGar","Gd","Slab","NGar","20"
0,11170,1990,1991,0,1216,0,1216,1298,1216,2514,0,2,1,4,8,0,1990,2,693,0,0,250000,"Good","Rich","TA","Gd","TA","Fin","NFp","Wood","Attchd","60"
64,5587,2008,2008,186,1480,120,1600,1652,0,1652,1,2,0,2,5,1,2008,2,482,162,53,392500,"Good","Rich","Ex","Ex","Gd","Fin","Gd","PConc","Attchd","120"
160,15623,1996,1996,0,2096,300,2396,2411,2065,2668.4647232317,1,3,1,4,10,2,1996,3,813,171,78,745000,"VGood","Rich","Gd","Ex","Ex","Fin","TA","PConc","Attchd","60"
60,10800,1920,1950,0,821,299,1120,1130,0,1130,1,1,0,2,5,1,1970,2,720,229,0,120000,"Moderate","Poor","TA","TA","TA","Unf","Gd","BrkTil","Detchd","30"
50,10738.7162414672,1963,1963,226,1159,413,1572,1572,0,1572,1,1,1,3,5,2,1963,3,995,0,263,186700,"Moderate","Rich","TA","TA","TA","RFn","TA","CBlock","2Types","20"
60,9738,1924,1950,0,392,392,784,949,272,1221,1,1,0,4,7,0,1965,1,392,0,0,104900,"Moderate","Poor","TA","TA","TA","Unf","NFp","BrkTil","Attchd","50"
107,10615,1900,1970,0,440,538,978,1014,685,1699,1,2,0,3,7,0,1920,2,420,0,74,95000,"Bad","Poor","TA","Fa","TA","Unf","NFp","CBlock","CarPort","190"
89,12461,1994,1995,0,1456,168,1624,1624,0,1624,1,2,0,2,5,1,1994,3,757,0,114,262000,"Good","Rich","Gd","Gd","Gd","RFn","Fa","PConc","Attchd","20"
68,8935,2002,2002,95,0,831,831,831,829,1660,0,2,1,3,7,0,2002,2,493,144,68,195000,"Good","Moderate","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","60"
60,7500,1999,1999,0,0,994,994,1028,776,1804,0,2,1,3,7,1,1999,2,442,140,60,189000,"Good","Moderate","TA","TA","Gd","Fin","TA","PConc","Attchd","60"
0,10105.7627197231,1961,1975,149,1159,90,1249,1622,0,1622,1,1,0,3,7,1,1975,4,604.215022249784,439,0,168000,"Bad","Moderate","TA","TA","TA","Fin","TA","CBlock","2Types","190"
24,2645,1999,2000,456,0,776,776,764,677,1441,0,2,1,2,5,0,1999,2,492,206,0,174000,"Good","Rich","Gd","Gd","Gd","Unf","NFp","PConc","Detchd","160"
60,9600,1925,1994,0,0,702,702,842,630,1472,0,1,0,3,6,0,1925,1,250,0,0,125000,"Moderate","Poor","TA","TA","Gd","Unf","NFp","PConc","Detchd","50"
0,4500,1999,1999,425,883,341,1224,1224,0,1224,1,2,0,2,5,0,1999,2,402,0,40.4686030490689,165000,"Moderate","Moderate","TA","Ex","TA","Fin","NFp","PConc","Attchd","120"
80,9364,1969,1969,143,371,292,663,663,689,1352,0,1,1,4,7,0,1969,1,299,379,36,158000,"Moderate","Poor","TA","TA","TA","Fin","NFp","CBlock","Attchd","60"
51,8029,2005,2005,0,0,728,728,728,728,1456,0,2,1,3,8,0,2005,2,400,100,24,176000,"Moderate","Moderate","TA","Gd","Gd","Fin","NFp","PConc","Attchd","60"
58,14054,2006,2006,0,0,879,879,879,984,1863,0,2,1,4,9,1,2006,3,660,100,17,219210,"Good","Moderate","Gd","Gd","Gd","Fin","Gd","PConc","BuiltIn","60"
65,8850,1916,1950,0,0,815,815,815,875,1690,0,1,0,3,7,1,1916,1,225,0,0,144000,"Good","Poor","TA","TA","TA","Unf","Gd","BrkTil","Detchd","75"
70,9100,2001,2001,0,0,1212,1212,1212,0,1212,0,2,0,3,6,0,2001,2,573,356,0,178000,"Good","Moderate","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","20"
75,11235,1963,1979,51,547,504,1051,1382,0,1382,0,1,1,3,6,1,1974,2,459,0,82,148000,"Bad","Poor","TA","TA","TA","Unf","Po","CBlock","Attchd","20"
71,9353,1970,1970,0,0,864,864,864,0,864,0,1,0,3,5,0,1972,1,280,0,0,116050,"Bad","Poor","TA","TA","TA","Unf","NFp","CBlock","Attchd","20"
80,10400,1998,1998,0,0,866,866,866,913,1779,0,2,1,3,6,0,1998,2,546,198,36,197900,"Good","Moderate","TA","Gd","Gd","RFn","NFp","PConc","Attchd","60"
50,6000,1925,1997,0,0,884,884,884,464,1348,1,1,0,3,5,1,1960,1,216,0,0,117000,"Moderate","Poor","TA","TA","TA","Unf","Fa","BrkTil","Detchd","50"
75,9750,2000,2001,171,0,1630,1630,1630,0,1630,0,2,0,3,6,1,2000,2,451,74,234,213000,"Good","Moderate","Gd","Gd","Gd","Unf","TA","PConc","Attchd","20"
78,10140,1975,1975,0,788,268,1056,1074,0,1074,1,1,1,3,6,0,1975,2,495,0,88,153500,"Moderate","Moderate","TA","Gd","TA","RFn","NFp","CBlock","Attchd","20"
90,14684,1990,1991,234,485,1496,2158,2196,0,2196,0,2,0,3,7,1,1990,3,701,84,70,271900,"Good","Poor","Gd","Gd","Gd","RFn","TA","CBlock","Attchd","20"
0,8900,1966,1966,0,1056,0,1056,1056,0,1056,1,1,0,2,5,0,1966,1,384,0,42,107000,"Bad","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","20"
70,9135,2003,2003,120,340,1342,1682,1700,0,1700,1,2,0,3,7,0,2003,2,544,192,23,200000,"Moderate","Moderate","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","20"
70,7763,1962,1980,0,504,319,931,1283,0,1283,1,1,0,3,6,0,1980,2,506,0,0,140000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","20"
85,10182,2006,2006,420,1220,440,1660,1660,0,1660,1,2,0,3,8,1,2006,2,500,322,50,290000,"Good","Rich","Gd","Ex","Gd","RFn","Gd","PConc","Attchd","20"
70,11218,1992,1992,0,0,1055,1055,1055,790,1845,0,2,1,3,8,1,1992,2,462,635,104,189000,"Moderate","Poor","Gd","Gd","Gd","RFn","TA","PConc","Attchd","60"
152,12134,1988,2005,0,427,132,559,1080,672,1752,0,2,0,4,8,0,1988,2,492,325,12,164000,"Good","Moderate","Gd","Gd","TA","RFn","NFp","Wood","Basment","50"
50,9340,1941,1950,0,344,328,672,672,0,672,1,1,0,2,4,0,1941,1,234,0,113,113000,"Bad","Poor","TA","TA","TA","Unf","NFp","CBlock","Attchd","30"
0,10246,1965,2001,0,648,0,648,960,0,960,1,0,0,0,3,0,1965,1,364,88,0,145000,"Bad","Poor","TA","TA","TA","Unf","NFp","CBlock","Attchd","80"
69,10205,1962,1962,0,784,141,925,999,0,999,1,1,0,3,6,0,1962,1,300,150,72,134500,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Attchd","85"
99,7094,1966,1966,0,180,340,894,894,0,894,0,1,0,3,5,0,1966,1,384,0,0,125000,"Moderate","Poor","TA","TA","TA","RFn","NFp","CBlock","Detchd","20"
68,8930,1978,1978,0,0,0,0,1318,584,1902,0,2,0,4,8,0,1978,2,539,0,0,112000,"Moderate","Poor","TA","NBsmt","TA","Unf","NFp","Slab","Attchd","90"
72,8640,2009,2009,72,936,364,1300,1314,0,1314,1,2,0,3,6,0,2009,2,552,135,112,229456,"Good","Rich","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","20"
52,6240,1947,1950,0,0,0,0,672,240,912,0,1,0,2,3,0,1941.74621289854,0,0,0,0,80500,"Bad","Poor","TA","NBsmt","TA","NGar","NFp","Slab","NGar","50"
21,1680,1971,1971,236,0,672,672,672,546,1218,0,1,1,3,7,0,1952.88678930956,0,0,201,0,91500,"Moderate","Poor","TA","TA","TA","NGar","NFp","CBlock","NGar","160"
66,7800,1964,1964,0,312,0,912,912,0,912,0,1,0,2,5,0,1964,1,288,0,0,115000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Attchd","20"
55,8250,1968,1968,0,250,210,952,1211,0,1211,0,1,0,3,5,1,1968,1,322,0,63,134000,"Moderate","Poor","TA","TA","TA","Unf","TA","CBlock","Attchd","20"
78,10496,1949,1950,320,196,844,1040,1168,678,1846,0,2,0,3,7,1,1949,1,315,0,0,143000,"Moderate","Poor","TA","TA","TA","Unf","Gd","CBlock","Attchd","50"
89,10680,1951,1951,44,756,1380,2136,2136,0,2136,0,2,0,4,7,0,1951,2,528,0,30,137900,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","20"
60,15384,2004,2005,0,724,64,788,788,702,1490,1,2,1,3,8,1,2004,2,388,100,75,184000,"Good","Moderate","Gd","Gd","Gd","Fin","Gd","PConc","Attchd","60"
65,10482,1958,1958,63,507,81,588,1138,0,1138,0,1,0,3,6,0,1958,1,264,224,0,145000,"Moderate","Poor","TA","TA","TA","RFn","NFp","CBlock","Attchd","80"
86,14598,2007,2007,74,0,894,894,894,1039,1933,0,2,1,4,9,1,2007,3,668,100,18,214000,"Moderate","Rich","Gd","Gd","Gd","Fin","Gd","PConc","BuiltIn","60"
72,8872,1965,2008,300,595,317,912,912,0,912,1,1,0,2,5,0,1992,2,576,0,240,147000,"Moderate","Poor","TA","TA","Gd","Unf","NFp","CBlock","Detchd","20"
65,8769,2008,2008,190.086646136987,1540,162,1702,1702,0,1702,1,1,1,1,7,1,2008,3,1052,0,72,367294,"VGood","Rich","Ex","Ex","Ex","Fin","Gd","PConc","Attchd","120"
70,7910,1960,1960,0,666,409,1075,1507,0,1507,0,2,0,4,7,0,1960,1,404,0,0,127000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Basment","80"
0,18890,1977,1977,1,498,652,1361,1361,1259,2620,0,2,2,4,12,1,1977,2,600,155,24,190000,"Moderate","Poor","TA","Gd","TA","RFn","TA","CBlock","BuiltIn","90"
70,7728,1962,1962,120,803,303,1106,1190,0,1190,1,1,0,3,6,0,1962,2,540,0,18,132500,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Attchd","90"
70,9842,1962,1962,0,0,0,0,1224,0,1224,0,2,0,2,6,0,1962,2,462,0,0,101800,"Bad","Poor","TA","NBsmt","TA","Unf","NFp","Slab","CarPort","90"
0,12160,1959,1959,180,1000,188,1188,1188,0,1188,1,1,0,3,6,0,1959,2,531,0,0,142000,"Moderate","Poor","TA","TA","TA","RFn","NFp","CBlock","Attchd","20"
55,8525,1911,1950,0,0,940,940,1024,940,1964,0,1,1,4,7,0,1952.22254729126,0,0,0,192,130000,"Moderate","Moderate","TA","TA","TA","NGar","NFp","PConc","NGar","70"
96,13132,1914,1950,0,0,747,747,892,892,1784,0,1,1,4,9,0,1914,1,180,203,40,138887,"Moderate","Rich","TA","Gd","TA","Unf","NFp","BrkTil","Detchd","70"
36,2628,2003,2003,106,0,764,764,764,862,1626,0,2,1,2,6,0,2003,2,474,0,27,175500,"Good","Rich","Gd","Gd","Gd","RFn","NFp","PConc","BuiltIn","160"
41,12393,2004,2005,0,0,847,847,847,1101,1948,0,2,1,4,8,1,2004,2,434,100,48,195000,"Good","Moderate","Gd","Gd","Gd","Fin","Gd","PConc","BuiltIn","60"
63,13072,2005,2005,0,0,1141,1141,1141,0,1141,0,1,1,3,6,0,2005,2,484,0,0,142500,"Moderate","Poor","Gd","Gd","TA","Unf","NFp","PConc","Detchd","20"
64,9037,2006,2006,32,428,1048,1476,1484,0,1484,0,2,0,2,6,1,2006,2,472,120,33,265900,"Good","Rich","Gd","Gd","Ex","RFn","Gd","PConc","Attchd","20"
65,8158,2003,2003,252,550,334,884,884,884,1768,1,2,1,3,8,0,2003,2,543,0,63,224900,"Good","Moderate","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","60"
83,9849,2007,2007,0,0,1689,1689,1689,0,1689,0,2,0,3,7,0,2007,3,954,0,56,248328,"Good","Rich","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","20"
85,10625,1974,1974,81,885,0,1053,1173,0,1173,1,2,0,3,6,2,1974,2,528,0,120,170000,"Good","Moderate","TA","Gd","Gd","RFn","TA","CBlock","Attchd","85"
107,13891,2006,2006,245.119618012337,1386,690,2076,2076,0,2076,1,2,1,2,7,1,2006,3,850,216,229,465000,"VGood","Rich","Ex","Ex","Ex","Fin","Gd","PConc","Attchd","20"
0,11435,1929,1950,0,0,792,792,792,725,1517,0,1,0,3,7,2,1931,2,400,0,0,230000,"Good","Rich","TA","Gd","Gd","Unf","Gd","PConc","Detchd","70"
78,12090,1984,2003,74,0,585,585,1140,728,1868,0,3,1,3,7,1,1984,2,477,268,112,178000,"Moderate","Moderate","TA","Gd","TA","Fin","TA","CBlock","BuiltIn","80"
65,8125,2005,2006,0,0,756,756,756,797,1553,0,2,1,3,6,0,2005,2,615,0,45,186500,"Good","Rich","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","60"
0,12328,1976,1976,335,539,473,1012,1034,0,1034,1,1,0,3,6,0,1976,3,888,0,0,169900,"Moderate","Moderate","TA","TA","TA","Unf","NFp","CBlock","Attchd","80"
60,9600,1917,1950,0,319,416,735,1134,924,2058,0,1,1,3,8,1,1950,2,396,0,0,129500,"Moderate","Poor","TA","Gd","TA","Unf","Gd","BrkTil","Detchd","75"
60,7200,1950,1950,0,534,246,876,988,0,988,0,1,0,3,6,0,1950,1,276,0,80,119000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Attchd","20"
93,11160,1968,1968,0,1065,1045,2110,2110,0,2110,1,2,1,3,8,2,1968,2,522,0,0,244000,"Good","Poor","Gd","TA","Ex","Fin","TA","CBlock","Attchd","20"
0,3136,2003,2003,163,0,1405,1405,1405,0,1405,0,2,0,2,6,1,2003,2,478,148,36,171750,"Good","Rich","Gd","Gd","Gd","RFn","Gd","PConc","Attchd","120"
62,9858,1968,1968,0,510,354,864,874,0,874,1,1,0,3,5,0,1968,1,288,33,0,130000,"Moderate","Moderate","TA","TA","TA","RFn","NFp","CBlock","Attchd","20"
0,17542,1974,2003,0,125,36,1192,1516,651,2167,1,2,1,3,9,2,1974,2,518,220,47,294000,"Good","Rich","Gd","TA","Gd","RFn","Gd","CBlock","Attchd","60"
60,6931,2003,2004,92,0,746,746,760,896,1656,0,2,1,3,7,1,2003,2,397,178,128,165400,"Good","Poor","Gd","Gd","Gd","Fin","Gd","PConc","BuiltIn","60"
52,6240,1931,1950,0,425,459,884,959,408,1367,0,1,0,3,6,1,1978,1,560,0,0,127500,"Moderate","Poor","TA","TA","TA","Unf","Gd","BrkTil","Detchd","50"
91,14303,1994,1994,554,1314,672,1986,1987,0,1987,1,2,0,2,7,1,1994,2,691,262,36,301500,"Good","Rich","Gd","Gd","Gd","Fin","TA","PConc","Attchd","20"
56,4060,1922,1950,0,0,864,864,864,0,864,0,1,0,2,4,0,1948.67983456498,0,0,0,96,99900,"Moderate","Poor","TA","Fa","TA","NGar","NFp","PConc","NGar","30"
59,9587,2005,2005,182,655,201,856,1166,0,1166,1,2,0,2,5,0,2005,2,400,212,0,190000,"Good","Moderate","Gd","Gd","Gd","Fin","NFp","PConc","Attchd","80"
65,9750,1969,1969,0,602,14,1054,1054,0,1054,1,1,1,3,6,0,1969,2,460,180,0,151000,"Moderate","Poor","TA","Gd","TA","Unf","NFp","CBlock","Attchd","20"
0,10359.7439142151,1999,1999,0,0,841,841,892,783,1675,0,2,1,3,7,1,1999,2,502,0,103,181000,"Moderate","Moderate","TA","Gd","TA","Fin","TA","PConc","BuiltIn","60"
80,9600,1956,1956,0,504,546,1050,1050,0,1050,0,1,0,2,5,0,1956,1,338,0,0,128900,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Attchd","20"
0,11250,1957,1989,0,0,1104,1104,1104,684,1788,1,1,0,5,8,2,1957,1,304,120,0,161500,"Bad","Rich","TA","TA","TA","Unf","TA","CBlock","Attchd","50"
60,13515,1919,1950,0,0,764,764,1060,764,1824,0,1,0,3,8,1,1940,2,520,0,0,180500,"Moderate","Poor","TA","TA","TA","Unf","Gd","PConc","Detchd","70"
34,4060,1998,1999,0,266,1139,1405,1337,0,1337,1,2,0,2,5,0,1998,2,511,144,68,181000,"Moderate","Poor","Gd","Gd","Gd","Fin","NFp","PConc","Attchd","120"
35,3735,1999,1999,218,450,241,691,713,739,1452,1,2,1,3,6,0,1999,2,506,0,34,183900,"Good","Rich","Gd","Gd","Gd","Unf","NFp","PConc","Detchd","160"
60,10120,1910,1950,0,0,925,925,964,925,1889,0,1,1,4,9,1,1960,1,308,0,0,122000,"Good","Poor","Fa","TA","TA","Unf","Gd","CBlock","Detchd","190"
89,13214,2008,2009,0,0,2002,2002,2018,0,2018,0,2,0,3,10,1,2009,3,746,144,76,378500,"VGood","Rich","Ex","Ex","Ex","Fin","Gd","PConc","Attchd","20"
0,14100,1935,1997,632,192,536,728,1968,1479,3447,0,3,1,4,11,2,1982,3,1014,314,12,381000,"Good","Rich","TA","TA","Gd","Unf","Gd","CBlock","BuiltIn","50"
78,11344,1958,1958,180,460,414,874,874,650,1524,0,1,1,3,7,0,1958,1,315,0,0,144000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Attchd","50"
0,23595,1979,1979,0,1258,74,1332,1332,192,1524,2,0,1,0,4,1,1979,2,586,268,0,260000,"Good","Rich","Gd","Gd","Gd","Fin","TA","PConc","Attchd","40"
0,9156,1968,1968,0,0,1489,1489,1489,0,1489,0,2,0,3,7,1,1968,2,462,0,0,185750,"Moderate","Moderate","TA","TA","Gd","RFn","Gd","CBlock","Attchd","20"
0,13526,1965,1965,114,560,0,935,935,0,935,1,1,0,3,5,0,1965,1,288,180,0,137000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Attchd","20"
124,11512,1959,2006,84,719,300,1019,1357,0,1357,1,1,0,2,5,1,1959,1,312,0,0,177000,"Moderate","Poor","TA","TA","Ex","RFn","Gd","CBlock","Basment","80"
53,5362,1910,2003,0,0,661,661,661,589,1250,0,2,0,3,8,1,1985,2,552,242,0,139000,"Moderate","Rich","TA","TA","TA","Unf","Gd","PConc","Detchd","50"
95,11345,1948,1950,567,220,708,928,928,992,1920,0,2,0,4,10,0,1948,2,400,0,0,137000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","90"
0,12936,1972,1972,0,593,130,723,735,660,1395,0,1,1,3,6,1,1972,2,497,294,116,162000,"Moderate","Moderate","TA","TA","TA","Unf","TA","CBlock","Attchd","60"
0,17871,1967,1976,359,528,1152,1680,1724,0,1724,1,1,1,3,7,1,1967,2,480,0,0,197900,"Moderate","Moderate","TA","Gd","TA","RFn","Gd","CBlock","Attchd","80"
75,9473,2002,2002,159.215854480462,804,324,1128,1128,903,2031,1,2,1,3,7,1,2002,2,577,0,211,237000,"Good","Moderate","Gd","Gd","Gd","RFn","Gd","PConc","Attchd","60"
60,7500,1920,1950,0,0,698,698,698,430,1128,0,1,0,2,6,0,1980,2,528,30,0,68400,"Bad","Poor","TA","TA","TA","RFn","NFp","CBlock","Detchd","50"
67,9808,2002,2002,110,788,785,1573,1573,0,1573,1,2,0,3,6,0,2002,2,544,0,72,227000,"Good","Moderate","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","20"
50,8049,1990,1990,54,1053,256,1309,1339,0,1339,1,2,0,2,6,1,1990,2,484,0,58,180000,"Good","Rich","TA","Gd","TA","Fin","TA","CBlock","Attchd","20"
61,8800,1977,2008,0,532,364,1040,1040,0,1040,0,2,0,3,5,0,1977,2,484,0,0,150500,"Moderate","Moderate","TA","Gd","Gd","Unf","NFp","CBlock","Detchd","20"
94,9400,1971,1971,0,0,912,912,912,912,1824,0,2,2,4,8,0,1958.59689859814,0,0,128,0,139000,"Moderate","Moderate","TA","TA","TA","NGar","NFp","CBlock","NGar","90"
50,9638,1919,1990,0,0,804,804,1699,748,2447,0,2,0,4,10,1,1969,1,336,272,0,169000,"Moderate","Moderate","TA","TA","Gd","Unf","Gd","PConc","Detchd","50"
50,6000,1939,1950,0,0,780,780,825,587,1412,0,1,0,4,6,1,1939,1,280,45,0,132500,"Moderate","Poor","TA","TA","TA","Unf","Gd","CBlock","Detchd","50"
0,9790,1963,1963,451,569,678,1328,1328,0,1328,1,1,1,3,6,2,1963,2,528,0,26,143000,"Moderate","Moderate","TA","TA","TA","Unf","Gd","CBlock","Attchd","20"
0,10539.7220873712,1964,1964,621,812,812,1624,1582,0,1582,0,2,0,4,7,0,1964,2,390,168,198,190000,"Moderate","Rich","TA","TA","TA","Unf","NFp","CBlock","Attchd","20"
40,5664,2000,2000,0,1158,343,1501,1659,0,1659,1,2,0,2,5,1,2000,2,499,212,59,278000,"Good","Rich","Gd","Gd","Ex","Fin","Ex","PConc","Attchd","120"
